longitude,latitude,light_intensity
73.17500011,-0.0125,0.7
73.17916677,-0.0125,0.74
73.18333344,-0.0125,0.18
73.18750011,-0.0125,0.65
73.19166677,-0.0125,0.21
73.19583344,-0.0125,0.46
73.20000011,-0.0125,0.22
73.20416677,-0.0125,0.51
73.20833344,-0.0125,0.67
73.21250011,-0.0125,0.45
73.21666677,-0.0125,0.31
73.22083344,-0.0125,0.74
73.22500011,-0.0125,0.14
73.22916677,-0.0125,0.66
73.23333344,-0.0125,0.65
73.23750011,-0.0125,0.57
73.24166677,-0.0125,0.68
73.24583344,-0.0125,0.37
73.25000011,-0.0125,0.51
73.25416677,-0.0125,0.42
73.25833344,-0.0125,0.11
73.26250011,-0.0125,0.63
73.26666677,-0.0125,0.33
73.27083344,-0.0125,0.3
73.27500011,-0.0125,0.26
73.27916677,-0.0125,0.26
73.28333344,-0.0125,0.39
73.28750011,-0.0125,0.31
73.29166677,-0.0125,0.22
73.29583344,-0.0125,0.3
73.30000011,-0.0125,0.62
73.30416677,-0.0125,0.74
73.30833344,-0.0125,0.23
73.31250011,-0.0125,0.14
73.31666677,-0.0125,0.6
73.32083344,-0.0125,0.14
73.32500011,-0.0125,0.16
73.32916677,-0.0125,0.13
73.33333344,-0.0125,0.47
73.33750011,-0.0125,0.2
73.34166677,-0.0125,0.72
73.34583344,-0.0125,0.26
73.35000011,-0.0125,0.16
73.35416677,-0.0125,0.46
73.35833344,-0.0125,0.31
73.36250011,-0.0125,0.61
73.36666677,-0.0125,0.73
73.37083344,-0.0125,0.64
73.37500011,-0.0125,0.58
73.37916677,-0.0125,0.24
73.38333344,-0.0125,0.73
73.38750011,-0.0125,0.25
73.39166677,-0.0125,0.35
73.39583344,-0.0125,0.63
73.40000011,-0.0125,0.39
73.40416677,-0.0125,0.24
73.40833344,-0.0125,0.26
73.41250011,-0.0125,0.24
73.41666677,-0.0125,0.53
73.42083344,-0.0125,0.54
73.42500011,-0.0125,0.51
73.42916677,-0.0125,0.32
73.43333344,-0.0125,0.59
73.43750011,-0.0125,0.52
73.44166677,-0.0125,0.2
73.44583344,-0.0125,0.52
73.45000011,-0.0125,0.69
73.45416677,-0.0125,0.5
73.45833344,-0.0125,0.47
73.46250011,-0.0125,0.34
73.46666677,-0.0125,0.34
73.47083344,-0.0125,0.5
73.47500011,-0.0125,0.63
73.47916677,-0.0125,0.6
73.48333344,-0.0125,0.33
73.48750011,-0.0125,0.59
73.49166677,-0.0125,0.48
73.49583344,-0.0125,0.4
73.50000011,-0.0125,0.28
73.50416677,-0.0125,0.52
73.50833344,-0.0125,0.31
73.51250011,-0.0125,0.3
73.51666677,-0.0125,0.45
73.52083344,-0.0125,0.34
73.52500011,-0.0125,0.27
73.52916677,-0.0125,0.34
73.53333344,-0.0125,0.14
73.53750011,-0.0125,0.42
73.54166678,-0.0125,0.14
73.54583344,-0.0125,0.27
73.55000011,-0.0125,0.61
73.55416678,-0.0125,0.36
73.55833344,-0.0125,0.14
73.56250011,-0.0125,0.36
73.56666678,-0.0125,0.43
73.57083344,-0.0125,0.72
73.57500011,-0.0125,0.26
73.57916678,-0.0125,0.46
73.58333344,-0.0125,0.31
73.58750011,-0.0125,0.15
73.59166678,-0.0125,0.36
73.59583344,-0.0125,0.53
73.60000011,-0.0125,0.6
73.60416678,-0.0125,0.21
73.60833344,-0.0125,0.36
73.61250011,-0.0125,0.3
73.61666678,-0.0125,0.33
73.62083344,-0.0125,0.66
73.62500011,-0.0125,0.27
73.62916678,-0.0125,0.42
73.63333344,-0.0125,0.28
73.63750011,-0.0125,0.27
73.64166678,-0.0125,0.58
73.64583344,-0.0125,0.19
73.65000011,-0.0125,0.59
73.65416678,-0.0125,0.46
73.65833344,-0.0125,0.15
73.66250011,-0.0125,0.16
73.66666678,-0.0125,0.62
73.67083344,-0.0125,0.64
73.67500011,-0.0125,0.3
73.67916678,-0.0125,0.61
73.68333344,-0.0125,0.37
73.68750011,-0.0125,0.56
73.69166678,-0.0125,0.31
73.69583344,-0.0125,0.24
73.70000011,-0.0125,0.33
73.70416678,-0.0125,0.65
73.70833344,-0.0125,0.59
73.71250011,-0.0125,0.4
73.71666678,-0.0125,0.3
73.72083344,-0.0125,0.52
73.72500011,-0.0125,0.16
73.72916678,-0.0125,0.53
73.73333344,-0.0125,0.57
73.73750011,-0.0125,0.59
73.74166678,-0.0125,0.46
73.74583344,-0.0125,0.52
73.75000011,-0.0125,0.3
73.75416678,-0.0125,0.15
73.75833344,-0.0125,0.41
72.6375001,-0.016666667,0.45
72.64166677,-0.016666667,0.34
72.64583343,-0.016666667,0.2
72.6500001,-0.016666667,0.23
72.65416677,-0.016666667,0.13
72.65833343,-0.016666667,0.23
72.6625001,-0.016666667,0.42
72.66666677,-0.016666667,0.61
72.67083343,-0.016666667,0.17
72.6750001,-0.016666667,0.5
72.67916677,-0.016666667,0.59
72.68333343,-0.016666667,0.65
72.6875001,-0.016666667,0.48
72.69166677,-0.016666667,0.4
72.69583343,-0.016666667,0.57
72.7000001,-0.016666667,0.51
72.70416677,-0.016666667,0.68
72.70833344,-0.016666667,0.34
72.7125001,-0.016666667,0.62
72.71666677,-0.016666667,0.65
72.72083344,-0.016666667,0.51
72.7250001,-0.016666667,0.42
72.72916677,-0.016666667,0.67
72.73333344,-0.016666667,0.5
72.7375001,-0.016666667,0.72
72.74166677,-0.016666667,0.54
72.74583344,-0.016666667,0.3
72.7500001,-0.016666667,0.55
72.75416677,-0.016666667,0.27
72.75833344,-0.016666667,0.56
72.7625001,-0.016666667,0.13
72.76666677,-0.016666667,0.26
72.77083344,-0.016666667,0.22
72.7750001,-0.016666667,0.39
72.77916677,-0.016666667,0.74
72.78333344,-0.016666667,0.57
72.7875001,-0.016666667,0.61
72.79166677,-0.016666667,0.22
72.79583344,-0.016666667,0.48
72.8000001,-0.016666667,0.35
72.80416677,-0.016666667,0.16
72.80833344,-0.016666667,0.48
72.8125001,-0.016666667,0.69
72.81666677,-0.016666667,0.32
72.82083344,-0.016666667,0.71
72.8250001,-0.016666667,0.4
72.82916677,-0.016666667,0.31
72.83333344,-0.016666667,0.68
72.8375001,-0.016666667,0.51
72.84166677,-0.016666667,0.51
72.84583344,-0.016666667,0.73
72.8500001,-0.016666667,0.14
72.85416677,-0.016666667,0.66
72.85833344,-0.016666667,0.31
72.8625001,-0.016666667,0.18
72.86666677,-0.016666667,0.32
72.87083344,-0.016666667,0.48
72.8750001,-0.016666667,0.37
72.87916677,-0.016666667,0.51
72.88333344,-0.016666667,0.15
72.8875001,-0.016666667,0.58
72.89166677,-0.016666667,0.51
72.89583344,-0.016666667,0.33
72.9000001,-0.016666667,0.39
72.90416677,-0.016666667,0.11
72.90833344,-0.016666667,0.31
72.9125001,-0.016666667,0.23
72.91666677,-0.016666667,0.5
72.92083344,-0.016666667,0.52
72.9250001,-0.016666667,0.28
72.92916677,-0.016666667,0.52
72.93333344,-0.016666667,0.28
72.9375001,-0.016666667,0.32
72.94166677,-0.016666667,0.35
72.94583344,-0.016666667,0.53
72.9500001,-0.016666667,0.54
72.95416677,-0.016666667,0.46
72.95833344,-0.016666667,0.16
72.9625001,-0.016666667,0.37
72.96666677,-0.016666667,0.12
72.97083344,-0.016666667,0.34
72.9750001,-0.016666667,0.68
72.97916677,-0.016666667,0.27
72.98333344,-0.016666667,0.39
72.9875001,-0.016666667,0.27
72.99166677,-0.016666667,0.57
72.99583344,-0.016666667,0.19
73.0000001,-0.016666667,0.31
73.00416677,-0.016666667,0.59
73.00833344,-0.016666667,0.67
73.0125001,-0.016666667,0.48
73.01666677,-0.016666667,0.34
73.02083344,-0.016666667,0.55
73.0250001,-0.016666667,0.41
73.02916677,-0.016666667,0.36
73.03333344,-0.016666667,0.68
73.0375001,-0.016666667,0.15
73.04166677,-0.016666667,0.67
73.04583344,-0.016666667,0.14
73.0500001,-0.016666667,0.28
73.05416677,-0.016666667,0.41
73.05833344,-0.016666667,0.61
73.0625001,-0.016666667,0.48
73.06666677,-0.016666667,0.24
73.07083344,-0.016666667,0.64
73.0750001,-0.016666667,0.24
73.07916677,-0.016666667,0.15
73.08333344,-0.016666667,0.3
73.0875001,-0.016666667,0.16
73.09166677,-0.016666667,0.17
73.09583344,-0.016666667,0.16
73.1000001,-0.016666667,0.4
73.10416677,-0.016666667,0.42
73.10833344,-0.016666667,0.33
73.1125001,-0.016666667,0.26
73.11666677,-0.016666667,0.13
73.12083344,-0.016666667,0.66
73.12500011,-0.016666667,0.56
73.12916677,-0.016666667,0.39
73.13333344,-0.016666667,0.19
73.13750011,-0.016666667,0.71
73.14166677,-0.016666667,0.55
73.14583344,-0.016666667,0.56
73.15000011,-0.016666667,0.5
73.15416677,-0.016666667,0.75
73.15833344,-0.016666667,0.56
73.16250011,-0.016666667,0.41
73.16666677,-0.016666667,0.32
73.17083344,-0.016666667,0.35
73.17500011,-0.016666667,0.71
73.17916677,-0.016666667,0.62
73.18333344,-0.016666667,0.21
73.18750011,-0.016666667,0.69
73.19166677,-0.016666667,0.75
73.19583344,-0.016666667,0.44
73.20000011,-0.016666667,0.27
73.20416677,-0.016666667,0.18
73.20833344,-0.016666667,0.34
73.21250011,-0.016666667,0.11
73.21666677,-0.016666667,0.71
73.22083344,-0.016666667,0.44
73.22500011,-0.016666667,0.44
73.22916677,-0.016666667,0.47
73.23333344,-0.016666667,0.18
73.23750011,-0.016666667,0.39
73.24166677,-0.016666667,0.35
73.24583344,-0.016666667,0.32
73.25000011,-0.016666667,0.18
73.25416677,-0.016666667,0.6
73.25833344,-0.016666667,0.74
73.26250011,-0.016666667,0.2
73.26666677,-0.016666667,0.11
73.27083344,-0.016666667,0.56
73.27500011,-0.016666667,0.47
73.27916677,-0.016666667,0.2
73.28333344,-0.016666667,0.23
73.28750011,-0.016666667,0.25
73.29166677,-0.016666667,0.41
73.29583344,-0.016666667,0.27
73.30000011,-0.016666667,0.28
73.30416677,-0.016666667,0.57
73.30833344,-0.016666667,0.46
73.31250011,-0.016666667,0.71
73.31666677,-0.016666667,0.21
73.32083344,-0.016666667,0.73
73.32500011,-0.016666667,0.58
73.32916677,-0.016666667,0.7
73.33333344,-0.016666667,0.34
73.33750011,-0.016666667,0.55
73.34166677,-0.016666667,0.64
73.34583344,-0.016666667,0.11
73.35000011,-0.016666667,0.55
73.35416677,-0.016666667,0.54
73.35833344,-0.016666667,0.22
73.36250011,-0.016666667,0.66
73.36666677,-0.016666667,0.25
73.37083344,-0.016666667,0.23
73.37500011,-0.016666667,0.46
73.37916677,-0.016666667,0.49
73.38333344,-0.016666667,0.45
73.38750011,-0.016666667,0.35
73.39166677,-0.016666667,0.72
73.39583344,-0.016666667,0.48
73.40000011,-0.016666667,0.45
73.40416677,-0.016666667,0.25
73.40833344,-0.016666667,0.24
73.41250011,-0.016666667,0.62
73.41666677,-0.016666667,0.18
73.42083344,-0.016666667,0.42
73.42500011,-0.016666667,0.17
73.42916677,-0.016666667,0.16
73.43333344,-0.016666667,0.29
73.43750011,-0.016666667,0.7
73.44166677,-0.016666667,0.25
73.44583344,-0.016666667,0.26
73.45000011,-0.016666667,0.3
73.45416677,-0.016666667,0.29
73.45833344,-0.016666667,0.15
73.46250011,-0.016666667,0.58
73.46666677,-0.016666667,0.43
73.47083344,-0.016666667,0.39
73.47500011,-0.016666667,0.38
73.47916677,-0.016666667,0.58
73.48333344,-0.016666667,0.43
73.48750011,-0.016666667,0.48
73.49166677,-0.016666667,0.35
73.49583344,-0.016666667,0.73
73.50000011,-0.016666667,0.23
73.50416677,-0.016666667,0.37
73.50833344,-0.016666667,0.13
73.51250011,-0.016666667,0.68
73.51666677,-0.016666667,0.4
73.52083344,-0.016666667,0.73
73.52500011,-0.016666667,0.36
73.52916677,-0.016666667,0.18
73.53333344,-0.016666667,0.24
73.53750011,-0.016666667,0.4
73.54166678,-0.016666667,0.71
73.54583344,-0.016666667,0.72
73.55000011,-0.016666667,0.17
73.55416678,-0.016666667,0.23
73.55833344,-0.016666667,0.59
73.56250011,-0.016666667,0.27
73.56666678,-0.016666667,0.19
73.57083344,-0.016666667,0.32
73.57500011,-0.016666667,0.63
73.57916678,-0.016666667,0.55
73.58333344,-0.016666667,0.48
73.58750011,-0.016666667,0.58
73.59166678,-0.016666667,0.75
73.59583344,-0.016666667,0.42
73.60000011,-0.016666667,0.27
73.60416678,-0.016666667,0.65
73.60833344,-0.016666667,0.49
73.61250011,-0.016666667,0.28
73.61666678,-0.016666667,0.16
73.62083344,-0.016666667,0.46
73.62500011,-0.016666667,0.56
73.62916678,-0.016666667,0.57
73.63333344,-0.016666667,0.56
73.63750011,-0.016666667,0.52
73.64166678,-0.016666667,0.27
73.64583344,-0.016666667,0.15
73.65000011,-0.016666667,0.34
73.65416678,-0.016666667,0.46
73.65833344,-0.016666667,0.67
73.66250011,-0.016666667,0.49
73.66666678,-0.016666667,0.58
73.67083344,-0.016666667,0.29
73.67500011,-0.016666667,0.14
73.67916678,-0.016666667,0.38
73.68333344,-0.016666667,0.19
73.68750011,-0.016666667,0.17
73.69166678,-0.016666667,0.54
73.69583344,-0.016666667,0.59
73.70000011,-0.016666667,0.39
73.70416678,-0.016666667,0.68
73.70833344,-0.016666667,0.61
73.71250011,-0.016666667,0.17
73.71666678,-0.016666667,0.69
73.72083344,-0.016666667,0.34
73.72500011,-0.016666667,0.13
73.72916678,-0.016666667,0.12
73.73333344,-0.016666667,0.47
73.73750011,-0.016666667,0.14
73.74166678,-0.016666667,0.18
73.74583344,-0.016666667,0.53
73.75000011,-0.016666667,0.55
73.75416678,-0.016666667,0.62
73.75833344,-0.016666667,0.39
72.6375001,-0.020833334,0.74
72.64166677,-0.020833334,0.16
72.64583343,-0.020833334,0.14
72.6500001,-0.020833334,0.68
72.65416677,-0.020833334,0.14
72.65833343,-0.020833334,0.14
72.6625001,-0.020833334,0.38
72.66666677,-0.020833334,0.67
72.67083343,-0.020833334,0.31
72.6750001,-0.020833334,0.67
72.67916677,-0.020833334,0.32
72.68333343,-0.020833334,0.29
72.6875001,-0.020833334,0.15
72.69166677,-0.020833334,0.38
72.69583343,-0.020833334,0.66
72.7000001,-0.020833334,0.52
72.70416677,-0.020833334,0.6
72.70833344,-0.020833334,0.26
72.7125001,-0.020833334,0.36
72.71666677,-0.020833334,0.58
72.72083344,-0.020833334,0.45
72.7250001,-0.020833334,0.49
72.72916677,-0.020833334,0.51
72.73333344,-0.020833334,0.68
72.7375001,-0.020833334,0.49
72.74166677,-0.020833334,0.19
72.74583344,-0.020833334,0.5
72.7500001,-0.020833334,0.37
72.75416677,-0.020833334,0.72
72.75833344,-0.020833334,0.5
72.7625001,-0.020833334,0.27
72.76666677,-0.020833334,0.74
72.77083344,-0.020833334,0.64
72.7750001,-0.020833334,0.41
72.77916677,-0.020833334,0.55
72.78333344,-0.020833334,0.51
72.7875001,-0.020833334,0.15
72.79166677,-0.020833334,0.23
72.79583344,-0.020833334,0.19
72.8000001,-0.020833334,0.47
72.80416677,-0.020833334,0.41
72.80833344,-0.020833334,0.7
72.8125001,-0.020833334,0.54
72.81666677,-0.020833334,0.74
72.82083344,-0.020833334,0.71
72.8250001,-0.020833334,0.12
72.82916677,-0.020833334,0.22
72.83333344,-0.020833334,0.57
72.8375001,-0.020833334,0.38
72.84166677,-0.020833334,0.67
72.84583344,-0.020833334,0.15
72.8500001,-0.020833334,0.61
72.85416677,-0.020833334,0.72
72.85833344,-0.020833334,0.59
72.8625001,-0.020833334,0.72
72.86666677,-0.020833334,0.11
72.87083344,-0.020833334,0.1
72.8750001,-0.020833334,0.33
72.87916677,-0.020833334,0.36
72.88333344,-0.020833334,0.46
72.8875001,-0.020833334,0.2
72.89166677,-0.020833334,0.73
72.89583344,-0.020833334,0.11
72.9000001,-0.020833334,0.59
72.90416677,-0.020833334,0.43
72.90833344,-0.020833334,0.12
72.9125001,-0.020833334,0.71
72.91666677,-0.020833334,0.27
72.92083344,-0.020833334,0.65
72.9250001,-0.020833334,0.64
72.92916677,-0.020833334,0.14
72.93333344,-0.020833334,0.64
72.9375001,-0.020833334,0.43
72.94166677,-0.020833334,0.53
72.94583344,-0.020833334,0.66
72.9500001,-0.020833334,0.65
72.95416677,-0.020833334,0.16
72.95833344,-0.020833334,0.16
72.9625001,-0.020833334,0.51
72.96666677,-0.020833334,0.73
72.97083344,-0.020833334,0.45
72.9750001,-0.020833334,0.38
72.97916677,-0.020833334,0.39
72.98333344,-0.020833334,0.62
72.9875001,-0.020833334,0.23
72.99166677,-0.020833334,0.38
72.99583344,-0.020833334,0.35
73.0000001,-0.020833334,0.41
73.00416677,-0.020833334,0.35
73.00833344,-0.020833334,0.27
73.0125001,-0.020833334,0.39
73.01666677,-0.020833334,0.66
73.02083344,-0.020833334,0.18
73.0250001,-0.020833334,0.19
73.02916677,-0.020833334,0.31
73.03333344,-0.020833334,0.64
73.0375001,-0.020833334,0.56
73.04166677,-0.020833334,0.7
73.04583344,-0.020833334,0.42
73.0500001,-0.020833334,0.61
73.05416677,-0.020833334,0.48
73.05833344,-0.020833334,0.56
73.0625001,-0.020833334,0.72
73.06666677,-0.020833334,0.46
73.07083344,-0.020833334,0.6
73.0750001,-0.020833334,0.23
73.07916677,-0.020833334,0.58
73.08333344,-0.020833334,0.47
73.0875001,-0.020833334,0.39
73.09166677,-0.020833334,0.22
73.09583344,-0.020833334,0.36
73.1000001,-0.020833334,0.34
73.10416677,-0.020833334,0.46
73.10833344,-0.020833334,0.24
73.1125001,-0.020833334,0.21
73.11666677,-0.020833334,0.11
73.12083344,-0.020833334,0.37
73.12500011,-0.020833334,0.72
73.12916677,-0.020833334,0.19
73.13333344,-0.020833334,0.21
73.13750011,-0.020833334,0.57
73.14166677,-0.020833334,0.31
73.14583344,-0.020833334,0.74
73.15000011,-0.020833334,0.49
73.15416677,-0.020833334,0.7
73.15833344,-0.020833334,0.45
73.16250011,-0.020833334,0.18
73.16666677,-0.020833334,0.11
73.17083344,-0.020833334,0.27
73.17500011,-0.020833334,0.48
73.17916677,-0.020833334,0.58
73.18333344,-0.020833334,0.18
73.18750011,-0.020833334,0.39
73.19166677,-0.020833334,0.19
73.19583344,-0.020833334,0.51
73.20000011,-0.020833334,0.61
73.20416677,-0.020833334,0.22
73.20833344,-0.020833334,0.37
73.21250011,-0.020833334,0.13
73.21666677,-0.020833334,0.3
73.22083344,-0.020833334,0.53
73.22500011,-0.020833334,0.33
73.22916677,-0.020833334,0.51
73.23333344,-0.020833334,0.61
73.23750011,-0.020833334,0.4
73.24166677,-0.020833334,0.5
73.24583344,-0.020833334,0.37
73.25000011,-0.020833334,0.32
73.25416677,-0.020833334,0.14
73.25833344,-0.020833334,0.65
73.26250011,-0.020833334,0.7
73.26666677,-0.020833334,0.58
73.27083344,-0.020833334,0.15
73.27500011,-0.020833334,0.55
73.27916677,-0.020833334,0.35
73.28333344,-0.020833334,0.18
73.28750011,-0.020833334,0.39
73.29166677,-0.020833334,0.69
73.29583344,-0.020833334,0.39
73.30000011,-0.020833334,0.58
73.30416677,-0.020833334,0.47
73.30833344,-0.020833334,0.12
73.31250011,-0.020833334,0.51
73.31666677,-0.020833334,0.1
73.32083344,-0.020833334,0.37
73.32500011,-0.020833334,0.26
73.32916677,-0.020833334,0.72
73.33333344,-0.020833334,0.63
73.33750011,-0.020833334,0.21
73.34166677,-0.020833334,0.3
73.34583344,-0.020833334,0.45
73.35000011,-0.020833334,0.7
73.35416677,-0.020833334,0.44
73.35833344,-0.020833334,0.61
73.36250011,-0.020833334,0.62
73.36666677,-0.020833334,0.71
73.37083344,-0.020833334,0.65
73.37500011,-0.020833334,0.4
73.37916677,-0.020833334,0.48
73.38333344,-0.020833334,0.56
73.38750011,-0.020833334,0.23
73.39166677,-0.020833334,0.42
73.39583344,-0.020833334,0.17
73.40000011,-0.020833334,0.72
73.40416677,-0.020833334,0.32
73.40833344,-0.020833334,0.34
73.41250011,-0.020833334,0.51
73.41666677,-0.020833334,0.29
73.42083344,-0.020833334,0.31
73.42500011,-0.020833334,0.48
73.42916677,-0.020833334,0.65
73.43333344,-0.020833334,0.24
73.43750011,-0.020833334,0.24
73.44166677,-0.020833334,0.49
73.44583344,-0.020833334,0.11
73.45000011,-0.020833334,0.33
73.45416677,-0.020833334,0.47
73.45833344,-0.020833334,0.54
73.46250011,-0.020833334,0.28
73.46666677,-0.020833334,0.28
73.47083344,-0.020833334,0.68
73.47500011,-0.020833334,0.65
73.47916677,-0.020833334,0.53
73.48333344,-0.020833334,0.41
73.48750011,-0.020833334,0.54
73.49166677,-0.020833334,0.3
73.49583344,-0.020833334,0.31
73.50000011,-0.020833334,0.32
73.50416677,-0.020833334,0.51
73.50833344,-0.020833334,0.52
73.51250011,-0.020833334,0.14
73.51666677,-0.020833334,0.1
73.52083344,-0.020833334,0.18
73.52500011,-0.020833334,0.64
73.52916677,-0.020833334,0.23
73.53333344,-0.020833334,0.5
73.53750011,-0.020833334,0.23
73.54166678,-0.020833334,0.46
73.54583344,-0.020833334,0.4
73.55000011,-0.020833334,0.55
73.55416678,-0.020833334,0.38
73.55833344,-0.020833334,0.49
73.56250011,-0.020833334,0.44
73.56666678,-0.020833334,0.56
73.57083344,-0.020833334,0.21
73.57500011,-0.020833334,0.66
73.57916678,-0.020833334,0.68
73.58333344,-0.020833334,0.59
73.58750011,-0.020833334,0.48
73.59166678,-0.020833334,0.24
73.59583344,-0.020833334,0.31
73.60000011,-0.020833334,0.53
73.60416678,-0.020833334,0.27
73.60833344,-0.020833334,0.17
73.61250011,-0.020833334,0.61
73.61666678,-0.020833334,0.11
73.62083344,-0.020833334,0.42
73.62500011,-0.020833334,0.6
73.62916678,-0.020833334,0.32
73.63333344,-0.020833334,0.57
73.63750011,-0.020833334,0.51
73.64166678,-0.020833334,0.13
73.64583344,-0.020833334,0.44
73.65000011,-0.020833334,0.43
73.65416678,-0.020833334,0.25
73.65833344,-0.020833334,0.66
73.66250011,-0.020833334,0.6
73.66666678,-0.020833334,0.73
73.67083344,-0.020833334,0.13
73.67500011,-0.020833334,0.23
73.67916678,-0.020833334,0.62
73.68333344,-0.020833334,0.68
73.68750011,-0.020833334,0.55
73.69166678,-0.020833334,0.57
73.69583344,-0.020833334,0.27
73.70000011,-0.020833334,0.2
73.70416678,-0.020833334,0.61
73.70833344,-0.020833334,0.26
73.71250011,-0.020833334,0.71
73.71666678,-0.020833334,0.3
73.72083344,-0.020833334,0.36
73.72500011,-0.020833334,0.25
73.72916678,-0.020833334,0.51
73.73333344,-0.020833334,0.46
73.73750011,-0.020833334,0.34
73.74166678,-0.020833334,0.52
73.74583344,-0.020833334,0.21
73.75000011,-0.020833334,0.34
73.75416678,-0.020833334,0.28
73.75833344,-0.020833334,0.23
72.6375001,-0.025,0.18
72.64166677,-0.025,0.7
72.64583343,-0.025,0.61
72.6500001,-0.025,0.71
72.65416677,-0.025,0.37
72.65833343,-0.025,0.14
72.6625001,-0.025,0.51
72.66666677,-0.025,0.21
72.67083343,-0.025,0.72
72.6750001,-0.025,0.29
